M490,M_Agronomia,2.ºC,ESA,621
9567,"M_Engenharia Alimentar",2.ºC,ESA,541
9417,"M_Engenharia do Ambiente",2.ºC,ESA,851
M695,"Atividade Física e Saúde",2.ºC,ESE,813
M413,"Desenvolvimento Comunitário e Empreendedorismo",2.ºC,ESE,319,345,311
6293,"Educação Especial - Especialização no Dominio Cognitivo e Motor",2.ºC,ESE,142,311
6915,"Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico",2.ºC,ESE,143,144,142
987,"Gerontologia Social e Comunitária",2.ºC,ESE,311,319,142
6395,"Contabilidade e Finanças",2.ºC,ESTIG,343,344,345
M544,"Engenharia de Segurança Informática",2.ºC,ESTIG,481,523
2014,"Internet das Coisas",2.ºC,ESTIG,481,523
6954,"Segurança e Higiene no Trabalho",2.ºC,ESTIG,862
,"Turismo: Gestão e Inovação",PG,ESTIG,812,345
9003,Agronomia,1.ºC,ESA,621
9350,"Ciência e Tecnologia dos Alimentos",1.ºC,ESA,541
9099,"Engenharia do Ambiente",1.ºC,ESA,851,422,853,442,421
157,"Tecnologias Bioanalíticas",1.ºC,ESA,524,851,421
,"Audiovisual e Multimédia",1.ºC,ESE,213
9563,Desporto,1.ºC,ESE,813
9853,"Educação Básica",1.ºC,ESE,143,144,146,142,223,461
9238,"Serviço Social",1.ºC,ESE,762
9500,Enfermagem,1.ºC,ESS,723
8138,"Terapia Ocupacional",1.ºC,ESS,726
9119,"Engenharia Informática",1.ºC,ESTIG,523,481
9152,"Gestão de Empresas",1.ºC,ESTIG,345,343,344
9994,"Gestão de Empresas (PL)",1.ºC,ESTIG,345,343,344
9242,Solicitadoria,1.ºC,ESTIG,380
8437,"Solicitadoria (ED)",1.ºC,ESTIG,380
9254,Turismo,1.ºC,ESTIG,812
