id,titulo,tipo,tiposFonte,fonteTitulo,ano_publicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,researcherIds,organizacoes,linkRegistro,linkReferencias,linkRelacionados,citacoes,issn,isbn,doi,keywordsAutor,orcids_autores,departamento,autores,origem,financiador,repositorioIPBeja,apoiosPublicaçao
WOS:000168191400009,"Synthesis and fixation of aminocyanines to microcrystalline cellulose using cyanuric chloride as a cross-linking agent",Article,Article,"COLORATION TECHNOLOGY",2001,117,1,43-48,43,48,6,"DYO-3019-2022, FSU-3530-2022, FUX-5035-2022, S-5375-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000168191400009&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000168191400009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000168191400009&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1472-3581,undefined,undefined,,,N/A,,WBS,N/A,N/A,N/A
WOS:000176506000001,"Preliminary studies on the use of cyanines as ligands in dye-affinity chromatography of proteins",Article,Article,"COLORATION TECHNOLOGY",2002,118,3,95-99,95,99,5,"DYO-3019-2022, FWK-0136-2022, CRO-0323-2022, L-3104-2014, S-5375-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000176506000001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000176506000001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000176506000001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1472-3581,undefined,undefined,,,N/A,,WBS,N/A,N/A,N/A
WOS:000174849300001,"Synthesis and spectroscopic characterisation of <i>N</i>-alkyl quaternary ammonium salts typical precursors of cyanines",Article,Article,MOLECULES,2002,7,3,320-330,320,330,11,"DYO-3019-2022, IHK-0375-2023, H-1705-2011, GAI-5603-2022, S-5375-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000174849300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000174849300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000174849300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1420-3049,undefined,10.3390/70300320,"heterocyclic quaternary ammonium salts, cyanines precursors, spectroscopic characterisation",,N/A,,WBS,N/A,N/A,N/A
WOS:000282550900023,"Rape oil transesterification over heterogeneous catalysts",Article,Article,"FUEL PROCESSING TECHNOLOGY",2010,91,11,1530-1536,1530,1536,7,"GCJ-5992-2022, IDY-4072-2023, DYO-3019-2022, HKP-9020-2023",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000282550900023&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000282550900023&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000282550900023&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0378-3820,undefined,10.1016/j.fuproc.2010.05.034,"Transesterification, Rape oil, Heterogeneous catalyst, KNO3/CaO catalyst, Methanolysis, Biodiesel characterization",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS,N/A,N/A,N/A
WOS:000300740100006,"Transesterification of rapeseed oil in subcritical methanol conditions",Article,Article,"FUEL PROCESSING TECHNOLOGY",2012,94,1,40-46,40,46,7,"GCJ-5992-2022, DYO-3019-2022, HKP-9020-2023",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000300740100006&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000300740100006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000300740100006&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0378-3820,undefined,10.1016/j.fuproc.2011.10.018,"Biodiesel, Rapeseed oil, Transesterification, Methanol, Subcritical conditions, Hexane as co-solvent",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS,N/A,N/A,N/A
WOS:000300615900051,"Soybean oil transesterification by the use of a microwave flow system",Article,Article,FUEL,2012,95,1,386-393,386,393,8,"GCJ-5992-2022, IDY-4072-2023, HKP-9020-2023, FSV-2406-2022, DYO-3019-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000300615900051&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000300615900051&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000300615900051&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0016-2361,undefined,10.1016/j.fuel.2011.11.010,"Biodiesel, Microwave, Soybean oil, Transesterification, Flow process",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS,N/A,N/A,N/A
WOS:000307692900002,"Transesterification of castor oil under ultrasonic irradiation conditions. Preliminary results",Article,Article,"FUEL PROCESSING TECHNOLOGY",2012,103,undefined,9-15,9,15,7,"GCJ-5992-2022, IDY-4072-2023, DYO-3019-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000307692900002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000307692900002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000307692900002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0378-3820,undefined,10.1016/j.fuproc.2011.12.033,"Biodiesel, Ultrasonic conditions, Ultrasound bath, Transesterification, Castor oil",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS,N/A,N/A,N/A
WOS:000213009000009,"Portfolio as a topological tool to define a professional profile in the area of creative industries",Article,Article,"INTERNATIONAL JOURNAL OF EDUCATION THROUGH ART",2013,9,3,399-410,399,410,12,"DVZ-2467-2022, CNG-3390-2022, GEU-0247-2022, DWX-5918-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000213009000009&DestLinkType=FullRecord&DestApp=WOS_CPL,undefined,undefined,,1743-5234,undefined,10.1386/eta.9.3.399_7,"portfolio, creative industries, higher education, art-based research, a/r/t/ography, visual mapping",0000-0001-6628-4147,"Artes H Desporto","Aldo Manuel Serra Passarinho",WBS,N/A,N/A,N/A
WOS:000365627700008,"An improvement to the transesterification process by the use of co-solvents to produce biodiesel",Article,Article,FUEL,2016,166,undefined,51-58,51,58,8,"GCJ-5992-2022, DYO-3019-2022, DWK-3430-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000365627700008&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000365627700008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000365627700008&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0016-2361,undefined,10.1016/j.fuel.2015.10.110,"Biodiesel, Transesterification, Rapeseed oil, Co-solvent, Cetane number, Kinetic and thermodynamic analysis",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS,N/A,N/A,N/A
WOS:000367187100002,"YIELD AND QUALITY RESPONSES OF 'ARAGONEZ' GRAPEVINES UNDER DEFICIT IRRIGATION AND DIFFERENT SOIL MANAGEMENT PRACTICES IN A MEDITERRANEAN CLIMATE",Article,Article,"CIENCIA E TECNICA VITIVINICOLA",2015,30,1,9-20,9,20,12,"I-5402-2019, DES-5836-2022, HHB-6549-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000367187100002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000367187100002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000367187100002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2416-3953,undefined,10.1051/ctv/20153001009,"Vitis vinifera L., irrigation, cover crop, vertisols",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000404851500009,"Influence of cover cropping on water uptake dynamics in an irrigated Mediterranean vineyard",Article,Article,"IRRIGATION AND DRAINAGE",2017,66,3,387-395,387,395,9,"I-5402-2019, G-2227-2015, JDW-9946-2023",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000404851500009&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000404851500009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000404851500009&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1531-0353,undefined,10.1002/ird.2115,"cover crops, irrigation, rainfed, Vertisols, Vitis vinifera L, water extraction, cultures de couverture, irrigation pluviale, vertisols, Vitis vinifera L, prelevement d'eau",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000414873900016,"Water Use and Productivity of Maize-based Cropping Systems in the Alqueva Region (Portugal)",Article,Article,"CEREAL RESEARCH COMMUNICATIONS",2017,45,4,711-721,711,721,11,"I-5402-2019, DYR-8555-2022, EXU-5394-2022, CFT-3808-2022, BBD-1692-2021",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000414873900016&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000414873900016&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000414873900016&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0133-3720,undefined,10.1556/0806.45.2017.036,"Alqueva, monoculture, crop rotation, water extraction, water productivity",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000427500200004,"Efficient use of water and nutrients in irrigated cropping systems in the Alqueva region",Article,Article,"SPANISH JOURNAL OF SOIL SCIENCE",2018,8,1,12-23,12,23,12,"I-5402-2019, DYR-8555-2022, EXU-5394-2022, DVJ-4304-2022, CFT-3808-2022, BBD-1692-2021",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000427500200004&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000427500200004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000427500200004&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2253-6574,undefined,10.3232/SJSS.2018.V8.N1.02,"Alentejo, irrigation, crop rotation, soil fertility, WUE, NUE",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000446604500050,"Biodiesel by Transesterification of Rapeseed Oil Using Ultrasound: A Kinetic Study of Base-Catalysed Reactions",Article,Article,ENERGIES,2018,11,9,undefined,undefined,undefined,13,"GCJ-5992-2022, DYO-3019-2022, DWK-3430-2022, O-6456-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000446604500050&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000446604500050&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000446604500050&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/en11092229,"fatty acid methyl ester, catalyst, viscosity, iodine value, acidity index",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS,N/A,N/A,N/A
WOS:000790340500023,"Models and Politics of Cares of the Elderly in the Home",Meeting,"Proceedings Paper","GERONTECHNOLOGY, IWOG 2018",2019,1016,undefined,257-268,257,268,12,"AAQ-9285-2020, GZL-2698-2022, LBS-7239-2024",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000790340500023&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000790340500023&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000790340500023&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1865-0929,978-3-030-16027-2,10.1007/978-3-030-16028-9_23,"Health policies, Home services, Elderly",0000-0002-8514-2264,Saúde,"Ana Clara Pica Nunes",WBS,N/A,N/A,N/A
WOS:000463663200014,"Evaluation of Energy Production Through Solar Photovoltaic Technology for Self-Consumption in the Parish Council of Sao Bartolomeu de Messines, Portugal - Preliminary Study",Article,Article,"JOURNAL OF ECOLOGICAL ENGINEERING",2019,20,5,111-120,111,120,10,"DYO-3019-2022, GBL-8200-2022, LWP-2708-2024",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000463663200014&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000463663200014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000463663200014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2299-8993,undefined,10.12911/22998993/105336,"photovoltaic solar energy, public buildings, sustainability, self-consumption, Algarve/Portugal",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS,N/A,N/A,N/A
WOS:000468021100018,"Combined effects of irrigation management and nitrogen fertilization on soft wheat productive responses under Mediterranean conditions",Meeting,"Proceedings Paper","FIRST INTERNATIONAL SCIENTIFIC CONFERENCE ON ECOLOGICAL AND ENVIRONMENTAL ENGINEERING 2018",2019,86,undefined,undefined,undefined,undefined,4,"KML-5585-2024, DYR-8555-2022, DVJ-4304-2022, CFT-3808-2022, BBD-1692-2021, FQG-9196-2022, EXU-5394-2022, DMM-9647-2022, CKZ-1472-2022, DPN-9705-2022, I-5402-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000468021100018&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000468021100018&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000468021100018&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2267-1242,undefined,10.1051/e3sconf/20198600019,,0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000498270000075,"Water Regime and Nitrogen Management to Cope with Wheat Yield Variability under the Mediterranean Conditions of Southern Portugal",Article,Article,PLANTS-BASEL,2019,8,10,undefined,undefined,undefined,15,"DYR-8555-2022, I-5402-2019, FTW-9732-2022, KML-5585-2024, CFT-3808-2022, DVJ-4304-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000498270000075&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000498270000075&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000498270000075&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2223-7747,undefined,10.3390/plants8100429,"wheat, climate change, climate uncertainty, grain yield, irrigation, nitrogen fertilization, enhanced efficiency fertilizers",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000513180900001,"Spatial and temporal dynamics of irrigation water quality under drought conditions in a large reservoir in Southern Portugal",Article,Article,"ENVIRONMENTAL MONITORING AND ASSESSMENT",2020,192,2,undefined,undefined,undefined,17,"I-5402-2019, G-4112-2016, CPF-5095-2022, KTM-9518-2024, K-9083-2017, DYJ-9862-2022, B-7588-2011",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000513180900001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000513180900001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000513180900001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0167-6369,undefined,10.1007/s10661-019-8048-1,"Irrigation areas, Water salinity, SAR, Drought, Water quality assessment",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000562856000014,"Soil salinity risk in a climate change scenario and its effect on crop yield","Article, Book","Article, Book Chapter","CLIMATE CHANGE AND SOIL INTERACTIONS",2020,undefined,undefined,351-396,351,396,46,"I-5402-2019, G-4112-2016, K-9083-2017, M-4021-2013",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000562856000014&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000562856000014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000562856000014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,978-0-12-818032-7,10.1016/B978-0-12-818032-7.00013-8,,0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000599500400012,"The physio-chemical conditions of surface and groundwater resources in water scarce areas - how droughts affect ions migration",Article,Article,"DESALINATION AND WATER TREATMENT",2020,207,undefined,122-136,122,136,15,"M-3348-2016, AAB-1315-2022, AAV-3137-2020, DYO-3019-2022, FWI-4935-2022, FDK-6143-2022, ESF-7123-2022, I-8820-2012, GBZ-5151-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000599500400012&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000599500400012&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000599500400012&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1944-3994,undefined,10.5004/dwt.2020.26560,"Drought, Water use, Water resources, Ion-migration, Nitrogen cycle, Portugal",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS,N/A,N/A,N/A
WOS:000703480000010,"Effects of cover crops and irrigation on 'Tempranillo' grapevine and berry physiology: an experiment under the Mediterranean conditions of Southern Portugal",Article,Article,"OENO ONE",2021,55,3,191-208,191,208,18,"I-5402-2019, JIP-6876-2023, HHB-6549-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000703480000010&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000703480000010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000703480000010&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.20870/oeno-one.2021.55.3.4629,"'Tempranillo' grapevines, soil management, cover crops, irrigation, water relations, gas exchange parameters, Mediterranean environments",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000707022500007,"Yield, technological quality and water footprints of wheat under Mediterranean climate conditions: A field experiment to evaluate the effects of irrigation and nitrogen fertilization strategies",Article,Article,"AGRICULTURAL WATER MANAGEMENT",2021,258,undefined,undefined,undefined,undefined,14,"I-5402-2019, FPK-6581-2022, FTW-9732-2022, CKZ-1472-2022, DPN-9705-2022, FTM-8518-2022, CFT-3808-2022, DVJ-4304-2022, DYR-8555-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000707022500007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000707022500007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000707022500007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0378-3774,undefined,10.1016/j.agwat.2021.107214,"Wheat, Water footprint, Irrigation water productivity, Nitrogen fertilization, Factor analysis, Multivariate linear regression",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS,N/A,N/A,N/A
WOS:000917620900001,"The Development of Research Skills in Nursing Postgraduate Training",Article,Article,"EDUCATION SCIENCES",2022,12,2,undefined,undefined,undefined,9,"AAQ-9285-2020, Y-5003-2018, HNF-9692-2023, GZL-2698-2022, KHW-7048-2024, AAQ-8792-2020, H-7607-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000917620900001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000917620900001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000917620900001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/educsci12020078,"evidence-based clinical practice, postgraduate education, learning, professional competence, students",0000-0002-8514-2264,Saúde,"Ana Clara Pica Nunes",WBS,N/A,N/A,N/A
WOS:000788279700035,"Electrolyte Imbalances in the Elderly",Meeting,"Proceedings Paper","GERONTECHNOLOGY IV",2022,undefined,undefined,378-387,378,387,10,"DRP-1000-2022, AAQ-9285-2020, AAH-5613-2020, AAC-6207-2022, GZL-2698-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700035&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700035&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700035&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2195-271X,978-3-030-97523-4,10.1007/978-3-030-97524-1_35,"Electrolyte imbalances, Elderly, Nursing interventions, Control, Prevention",0000-0002-8514-2264,Saúde,"Ana Clara Pica Nunes",WBS,N/A,N/A,N/A
WOS:000788279700022,"The Practice of Physical Activity in a Person with Type 2 Diabetes Mellitus",Meeting,"Proceedings Paper","GERONTECHNOLOGY IV",2022,undefined,undefined,233-244,233,244,12,"JLP-1763-2023, AAQ-9285-2020, GZL-2698-2022, AAH-5613-2020, AAC-6207-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700022&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700022&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700022&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2195-271X,978-3-030-97523-4,10.1007/978-3-030-97524-1_22,"Nursing care, Type 2 diabetes mellitus, Physical activity",0000-0002-8514-2264,Saúde,"Ana Clara Pica Nunes",WBS,N/A,N/A,N/A
