id,titulo,tipo,fonteTitulo,data_publicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,doi,autores,orcid_autores,departamento,origem,financiador,repositorioIPBeja,apoiosPublicacao
WOS:000506384000043,"A narrativa visual de ""A Trilogia da Margem"" de Suzy Lee","Proceedings Paper","5TH INTERNATIONAL CONFERENCE ON ILLUSTRATION AND ANIMATION (CONFIA 2017)",2017-01-01,,,417-427,417,427,11,,"C. Rebeca Comin Silva; C. Isabel Pires dos Santos; Diana da Silva Costa",0000-0002-8195-1101,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000448704000137,"FOSTERING DIGITAL COMPETENCIES IN A REGIONAL CONTEXT","Proceedings Paper","12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)",2018-01-01,,,5954-5958,5954,5958,5,,"E. Rodrigues; I. S. Brito; J. P. Barros; A. J. Toucinho Silva",0000-0001-8445-6651,Engenharia,WOS,N/A,N/A,N/A
WOS:000455645600053,"The Influence of Infographics in Accessing Information: Multidimensionality in Visual Representation and Configuration of Different Media","Proceedings Paper","ADVANCES IN ERGONOMICS IN DESIGN (AHFE 2018)",2019-01-01,777,,497-508,497,508,12,10.1007/978-3-319-94706-8_53,"Cristina Santos; Maria Joao Pereira Neto; Marco Neves",0000-0002-8195-1101,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000617739900243,"Moving to Project-Based Learning at the Program Level: an Experience Report","Proceedings Paper","PROCEEDINGS OF THE 2020 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON 2020)",2020-01-01,,,1614-1621,1614,1621,8,10.1109/educon45650.2020.9125297,"Isabel Sofia Brito; Joao Paulo Barros; Elsa Rodrigues","0000-0002-8195-1101; 0000-0001-8445-6651","Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000651052300038,"Information Design in Presentation, Interpretation and Dissemination of Natural and Cultural Heritage","Proceedings Paper","ADVANCES IN ERGONOMICS IN DESIGN",2020-01-01,955,,413-423,413,423,11,10.1007/978-3-030-20227-9_38,"Cristina Santos; Maria Joao Pereira Neto; Marco Neves",0000-0002-8195-1101,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:001206154900009,"Resources and Skills for Information Design Practice","Proceedings Paper","DESIGN, USER EXPERIENCE, AND USABILITY, DUXU 2023, PT I",2023-01-01,14030,,110-122,110,122,13,10.1007/978-3-031-35699-5_9,"Cristina Pires dos Santos; Marco Neves; Carolina Bozzi",0000-0002-8195-1101,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000265921400015,"IDENTIFYING AND RETRIEVING DISTRESS IMAGES FROM ROAD PAVEMENT SURVEYS","Proceedings Paper","2008 15TH IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING, VOLS 1-5",2008-01-01,,,57-60,57,60,4,,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000349999100056,"AUTOMATIC CRACK DETECTION ON ROAD IMAGERY USING ANISOTROPIC DIFFUSION AND REGION LINKAGE","Proceedings Paper","18TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO-2010)",2010-01-01,,,274-278,274,278,5,,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000287728002072,"IMPROVED ROAD CRACK DETECTION BASED ON ONE-CLASS PARZEN DENSITY ESTIMATION AND ENTROPY REDUCTION","Proceedings Paper","2010 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING",2010-01-01,,,2201-2204,2201,2204,4,10.1109/ICIP.2010.5653305,"Henrique Oliveira; Jose Jasnau Caeiro; Paulo Lobato Correia","0000-0001-8687-4291; 0000-0001-6306-8000",Engenharia,WOS,N/A,N/A,N/A
WOS:000319828100014,"Automatic Road Crack Detection and Characterization",Article,"IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS",2013-03-01,14,1,155-168,155,168,14,10.1109/TITS.2012.2208630,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000466711800116,"Initial underpricing and the Euronext Lisbon-listed companies","Proceedings Paper","2ND INTERNATIONAL SCIENTIFIC CONFERENCE - CONTEMPORARY ISSUES IN BUSINESS, MANAGEMENT AND EDUCATION 2013",2014-01-01,110,,1116-1123,1116,1123,8,10.1016/j.sbspro.2013.12.958,"Matias N. Isola; Fernando J. C. S. N. Teixeira; Fernando A. F. Ferreira",,,WOS,N/A,N/A,N/A
WOS:000370063600162,"<i>CrackIT</i> - AN IMAGE PROCESSING TOOLBOX FOR CRACK DETECTION AND CHARACTERIZATION","Proceedings Paper","2014 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP)",2014-01-01,,,798-802,798,802,5,,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000393420200495,"ACCELERATED UNSUPERVISED FILTERING FOR THE SMOOTHING OF ROAD PAVEMENT SURFACE IMAGERY","Proceedings Paper","2014 PROCEEDINGS OF THE 22ND EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",2014-01-01,,,2465-2469,2465,2469,5,,"Henrique Oliveira; Jose Caeiro; Paulo Lobato Correia","0000-0001-8687-4291; 0000-0001-6306-8000",Engenharia,WOS,N/A,N/A,N/A
WOS:000426986000409,"Road Surface Crack Detection: Improved Segmentation with Pixel-based Refinement","Proceedings Paper","2017 25TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",2017-01-01,,,2026-2030,2026,2030,5,,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000790340500031,"An Approach to Help Identifying Optimized Service Areas of Integrated Continuous Care Teams (ECCI): A Case Study in Alentejo - Portugal","Proceedings Paper","GERONTECHNOLOGY, IWOG 2018",2019-01-01,1016,,349-358,349,358,10,10.1007/978-3-030-16028-9_31,"Henrique Oliveira; Manuel Jose Lopes; Cesar Fonseca; Margarida Goes; David Mendes; Jose Caeiro","0000-0001-8687-4291; 0000-0001-6306-8000",Engenharia,WOS,N/A,N/A,N/A
WOS:000790340500028,"Biological and Socio-Demographic Predictors of Elderly Quality of Life Living in the Community in Baixo-Alentejo, Portugal","Proceedings Paper","GERONTECHNOLOGY, IWOG 2018",2019-01-01,1016,,319-326,319,326,8,10.1007/978-3-030-16028-9_28,"Margarida Goes; Manuel Jose Lopes; Henrique Oliveira; Cesar Fonseca; David Mendes","0000-0001-6306-8000; 0000-0001-8687-4291","Ciências Empresariais",WOS,N/A,N/A,N/A
WOS:000455614900429,"Road Surface Crack Detection using a Light Field Camera","Proceedings Paper","2018 26TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",2018-01-01,,,2135-2139,2135,2139,5,,"David Fernandes; Paulo Lobato Correia; Henrique Oliveira",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000790577700033,"How to Delineate the General Profiles of Functionality of Citizen's Aged 65 Years and Old as a Function of Its Age","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,339-349,339,349,11,10.1007/978-3-030-41494-8_33,"Maria Goes; Manuel Lopes; Henrique Oliveira; Joao Maroco; Cesar Fonseca; Margarida Santos; Jose Caeiro","0000-0001-7971-1689; 0000-0001-8687-4291; 0000-0002-5710-3719; 0000-0001-6306-8000","Ciências Empresariais",WOS,N/A,N/A,N/A
