Adelaide Fernandes Pires Malainho,1,0000-0002-2215-5391,Educação CSComportamento,,762,762
Aida Maria de Matos Pardal,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Alberto Ruiz Ariza,1,N/A,Artes H Desporto,,,;;;;;;;;;;
Aldo Manuel Serra Passarinho,1,0000-0001-6628-4147,Artes H Desporto,,213,0;;;;;;;;;;
Alexandra Isabel Bugio Bonito Batista Cheira,1,N/A,Artes H Desporto,,222,0;;;;;;;;;;
Alexandra Isabel Feio dos Anjos Batista,1,N/A,Saúde,,723,0;;;;;;;;;;
Alexandra Isabel Godinho Afonso,1,N/A,Tecnologias CAplicadas,,851,0;;;;;;;;;;
Alexandra Pereira Cortez,1,N/A,Ciências Empresariais,,380,0;;;;;;;;;;
Alexandra Telo da Costa Trincalhetas Tomaz,1,0000-0001-9129-112X,Biociências,,621,621;;;;;;;;;;
Alice Isabel Ragageles Paulino Diniz,1,N/A,Ciências Empresariais,,812,0;;;;;;;;;;
Alice Silva Lourencinho Carneiro,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Catarina Nunes Caetano da Silva,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Catarina Rita de Brito Grazina,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Clara Pica Nunes,1,0000-0002-8514-2264,Saúde,723,311,311;;;;;;;;;;
Ana Cristina Diniz Vicente Pardal,1,0000-0003-3953-8441,Tecnologias CAplicadas,,524,851;;;;;;;;;;
Ana Cristina Inácio Pardal Pena,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Cristina Pratas Mestre,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Cristina Ramalho Pires Nogueira Romão,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Cristina Ribeiro da Silva Romão Afonso Martins,1,0000-0001-9868-214X,Saúde,,723,723;;;;;;;;;;
Ana Cristina Velhinho Simenta,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Felisbela de Albuquerque Piedade,1,0000-0002-6203-9424,Educação CSComportamento,,312,312;;;;;;;;;;
Ana Filomena de Figueiredo Dias,1,0000-0001-5300-2331,Engenharia,,862,0;;;;;;;;;;
Ana Isabel Barros Pimentel Rodrigues,1,0000-0001-9140-9722,Ciências Empresariais,,812,0;;;;;;;;;;
Ana Isabel Guerra Cantarinha,1,N/A,Matemática CFisicas,,,;;;;;;;;;;
Ana Isabel Lapa Fernandes,1,0000-0002-2322-7940,Educação CSComportamento,,762,762;;;;;;;;;;
Ana Isabel Vicente Simões da Costa,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Isabel Xavier Ferreira,1,N/A,Saúde,726,726,726;;;;;;;;;;
Ana João Vasco Moreira,1,N/A,Artes H Desporto,,143,144;;;;;;;;;;
Ana José da Conceição Catarino Ramos,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Lúcia Gonçalves da Cruz Gonçalves,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Margarida Belard Bravo de Castro e Sousa,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Maria Caeiro Lebre,1,N/A,Matemática CFisicas,,582,0;;;;;;;;;;
Ana Maria Grego Dias Sobral Canhestro,1,0000-0002-5528-3154,Saúde,723,723,723;;;;;;;;;;
Ana Maria Orelha Soudo,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Mónica Rombão Cardeira,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Paula Lampreia Banza Zarcos Palma,1,N/A,Saúde,723,723,723;;;;;;;;;;
Ana Paula Lopes Tavares Martins,1,0000-0003-1394-4038,Saúde,726,729,0;;;;;;;;;;
Ana Paula Morais Pires Figueira,1,N/A,Ciências Empresariais,,345,812;;;;;;;;;;
Ana Paula Oliveira Sequeira,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Ana Rita Mira Soares,1,N/A,Saúde,,726,0;;;;;;;;;;
Ana Rita Santos Inácio,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Anabela Cândida Ramalho Durão,1,0000-0001-9069-2554,Engenharia,,851,851;;;;;;;;;;
Anabela Murta Inês Fonseca,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Anabela Reis Pacheco de Amaral,1,0000-0001-9380-3002,Tecnologias CAplicadas,,541,0;;;;;;;;;;
André Filipe Valente Almeida,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Andreia Filipa Nunes Santana,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Antónia Augusta Graça Caramelo Franganito,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
Antónia Luísa Ferro da Silva,1,N/A,Educação CSComportamento,,762,0;;;;;;;;;;
Antónia Teresa Zorro Nobre Macedo,1,0000-0002-6378-0564,Tecnologias CAplicadas,,541,541;;;;;;;;;;
António do Rosário Oliveira,1,0000-0001-9976-6919,Biociências,,640,621;;;;;;;;;;
António Francisco Pacheco Lopes Vasques,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
António João Palma Duarte Mirrado Paisana,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
António Joaquim Vinagre Padeirinha,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
António José Arsénio Duarte,1,N/A,Saúde,726,311,311;;;;;;;;;;
António José dos Santos de Almeida,1,N/A,N/A,N/A,N/A,N/A;;;;;;;;;;
António José Pereira Paulino Rocha,1,N/A,Tecnologias Caplicadas,,541,0;;;;;;;;;;
António Júlio Toucinho da Silva,1,N/A,Educação CSComportamento,,145,0;;;;;;;;;;
António Manuel da Costa Nunes Ribeiro,1,0000-0003-3881-9081,Biociências,,621,0;;;;;;;;;;
António Manuel Fonseca Peleja,1,N/A,Artes H Desporto,,213,0;;;;;;;;;;
