id,titulo,fonte,doi,tipo,origem,autores,orcids_autores,ano_publicacao,issn,isbn,volume,numero,paginas,editor,keywords
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:0025664186,"A high performance image processing system","Conference Proceeding",1,751-754,"José Jasnau Caeiro","Não disponível","Não disponível",02714310,teste,teste,Scopus,"Não disponível",1990,0000-0002-4760-726X,Engenharia,teste,teste,teste
